Protein_Group	Genes	AURKA_dox+_vs_IgG_dox+_logFC	AURKA_dox+_vs_IgG_dox+_pval	Removed?	Contaminant?
Q6PKG0	LARP1	1.78799560729632	1.4614290828226701e-09	No	No
Q6RFH5	WDR74	2.64450997519948	1.2461772221979e-06	No	No
Q6SJ93	FAM111B	2.37506635223114	0.0028110141604891	No	No
Q6T4R5	NHS	4.69438912295837	5.383606362412339e-11	No	No
Q6UB99	ANKRD11	4.76894173762831	0.0003652976717819	No	No
Q6ULP2	AFTPH	2.17671182232703	5.84221194151334e-05	No	No
Q6UVJ0	SASS6	4.02021108941474	1.06133755050989e-06	No	No
Q6UWP7	LCLAT1	1.90418969806791	0.0008787148759202	No	No
Q6UX04	CWC27	2.23581855511708	5.15116293138617e-06	No	No
Q6ZN18	AEBP2	1.807733100731	1.36055129568283e-05	No	No
Q6ZN55	ZNF574	3.3732497628335	4.33374208856964e-05	No	No
Q6ZSR9	gene	2.11995656956194	2.045390966634e-05	No	No
Q6ZW49	PAXIP1	3.38735023907835	0.000990267705541	No	No
Q70CQ4	USP31	4.47448680739118	1.53723414682581e-07	No	No
Q71RG4	TMUB2	3.68731074731396	5.34262054317067e-08	No	No
Q71SY5	MED25	3.72402436918841	9.20287696055729e-06	No	No
Q75N03	CBLL1	1.86398329555147	0.0013556256580262	No	No
Q76FK4	NOL8	2.80886449159721	6.38842584440996e-05	No	No
Q76M96	CCDC80	3.78240212610522	2.62759093408211e-05	No	No
Q7KZ85	SUPT6H	4.40609446469112	7.41099422931114e-11	No	No
Q7L2J0	MEPCE	2.0835338089236	0.0003704501751984	No	No
Q7L2Z9	CENPQ	1.76453312938553	0.0002020716364717	No	No
Q7RTV0	PHF5A	4.34689993867674	6.730614482429299e-13	No	No
Q7Z2K8	GPRIN1	3.5093429475177	0.0045916738371349	No	No
Q7Z2T5	TRMT1L	1.76913618717251	1.29069393231645e-05	No	No
Q7Z2W9	MRPL21	4.23340925467851	1.4081824454853102e-17	No	No
Q7Z333	SETX	2.35134959581948	0.0085182732420212	No	No
Q7Z417	NUFIP2	2.09819416988292	6.34138936356747e-06	No	No
Q7Z478	DHX29	2.21352811595749	6.13358194467162e-05	No	No
Q7Z589	EMSY	6.60104008166595	0.0011081721447288	No	No
Q7Z5J4	RAI1	4.26250553260905	3.09946177644634e-06	No	No
Q7Z5K2	WAPL	2.19278626700423	0.000997296422304	No	No
Q7Z6E9	RBBP6	2.74768671981376	0.0007967923712852	No	No
Q7Z6K5	ARPIN	2.26120845525334	1.45811221460617e-07	No	No
Q7Z7F7	MRPL55	3.49047856589942	9.0468183026405e-09	No	No
Q7Z7H8	MRPL10	2.49183858386316	3.31371344469441e-06	No	No
Q7Z7K6	CENPV	1.79134635069416	0.0064752174009784	No	No
Q86SX3	TEDC1	3.13152773473661	0.0002084894280545	No	No
Q86TB9	PATL1	2.26220960414075	2.12091918867687e-05	No	No
Q86TJ2	TADA2B	1.9072348307687	4.40098921051626e-06	No	No
Q86TS9	MRPL52	6.32598708383001	5.923708209228e-17	No	No
Q86U38	NOP9	2.41985199421128	5.08105389830948e-05	No	No
Q86UE4	MTDH	2.3501919508627	1.56532552417637e-10	No	No
Q86UT8	CENATAC	7.67870235604606	4.02463484314854e-17	No	No
Q86UW6	N4BP2	3.74249863724962	1.50380815389111e-06	No	No
Q86VZ6	JAZF1	8.82388134324561	2.73101300060552e-06	No	No
Q86WX3	RPS19BP1	2.49169232145537	8.52453330607857e-10	No	No
Q86X76	NIT1	7.04022622303744	9.05713234548856e-16	No	No
Q86XK2	FBXO11	2.62384450734947	2.13739538244882e-09	No	No
Q86XN8	MEX3D	2.02638896009162	0.0001765855177756	No	No
Q86YH2	ZNF280B	4.57875535585007	0.0009019268719673	No	No
Q86Z20	CCDC125	5.55184265828145	6.04421516401819e-18	No	No
Q8IUD6	RNF135	2.13412838114122	2.52403559648579e-06	No	No
Q8IV48	ERI1	2.91949721621319	2.54533761702844e-07	No	No
Q8IVL0	NAV3	3.38483362994616	1.55253105505746e-06	No	No
Q8IW35	CEP97	2.70582930414731	7.57160631921819e-10	No	No
Q8IWA0	WDR75	2.22641728982055	1.53305033198205e-06	No	No
Q8IWB9	TEX2	6.37735255721666	8.903851897244739e-11	No	No
Q8IWS0	PHF6	2.45817633517899	4.86035793282074e-06	No	No
Q8IWX8	CHERP	3.67148700252416	4.81518589974821e-13	No	No
Q8IWY9	CDAN1	6.03052175022044	7.945850078236821e-15	No	No
Q8IWZ3	ANKHD1	2.19276230171181	0.0038477171291115	No	No
Q8IWZ8	SUGP1	4.56640319672944	1.29254639957266e-10	No	No
Q8IX12	CCAR1	6.20828496808226	4.86922791690692e-21	No	No
Q8IXK0	PHC2	3.48762415510378	3.89368765197906e-14	No	No
Q8IXM3	MRPL41	4.10001460946321	5.07810349304245e-12	No	No
Q8IXQ6	PARP9	2.39888735141956	1.88283468634711e-06	No	No
Q8IXT5	RBM12B	2.07955423410745	0.0003717370184195	No	No
Q8IY37	DHX37	2.53926387347357	1.48382334854013e-05	No	No
Q8IY57	YAF2	4.63388884739525	3.5441775689030797e-12	No	No
Q8IY81	FTSJ3	3.05385138146022	9.31854721240575e-07	No	No
Q8IYH5	ZZZ3	2.18988790536158	0.0001487008290921	No	No
Q8IYT2	CMTR2	2.51723790692756	0.0056852827432086	No	No
Q8IYU8	MICU2	2.71927628484134	0.0038306424430209	No	No
Q8IZT6	ASPM	4.1646363224469	1.55927922953348e-11	No	No
Q8N0Z8	PUSL1	2.70941442355564	6.94902122826924e-06	No	No
Q8N1S5	SLC39A11	1.89374469774518	2.46523511698504e-06	No	No
Q8N3F8	MICALL1	2.36422853877207	0.0068950055601392	No	No
Q8N3Z6	ZCCHC7	2.25110161826364	6.29448308689966e-06	No	No
Q8N488	RYBP	2.99410539177022	1.60594636958221e-08	No	No
Q8N567	ZCCHC9	6.86079843355617	3.35493801556921e-13	No	No
Q8N5A5	ZGPAT	2.08963450904383	0.0001353943921939	No	No
Q8N5C6	SRBD1	3.10251190115422	8.64546714167377e-06	No	No
Q8N5I2	ARRDC1	4.77828054797536	4.74511164461582e-08	No	No
Q8N5L8	RPP25L	1.90126109585147	1.29373064277622e-06	No	No
Q8N5N7	MRPL50	2.80370848415168	8.950857187190949e-12	No	No
Q8N5P1	ZC3H8	3.50500586751753	2.74680902978337e-14	No	No
Q8N5U6	RNF10	2.94875878326756	3.3979334953412e-07	No	No
Q8N5Y2	MSL3	1.98016375664831	0.0003989947158375	No	No
Q8N6T3	ARFGAP1	2.22534155175967	0.0001110567275263	No	No
Q8N8A6	DDX51	1.88514051087137	0.0010447453594191	No	No
Q8N8U2	CDYL2	3.12677926200585	8.14109913275243e-05	No	No
Q8N954	GPATCH11	5.49470105171312	4.458168750010671e-15	No	No
Q8N961	ABTB2	3.29471481156589	1.35204105765166e-08	No	No
Q8N983	MRPL43	4.42189271032668	1.77270850148952e-18	No	No
Q8N9M1	C19orf47	2.45128169605314	4.66323210183309e-05	No	No
Q8N9N5	BANP	6.23530878188373	3.3226301250190702e-19	No	No
Q8N9T8	KRI1	3.59598691969314	3.3703520735079196e-11	No	No
Q8N9Z2	CCDC71L	3.36605928358602	0.0021447035364632	No	No
Q8NAF0	ZNF579	3.6069699859068	4.10767226562479e-10	No	No
Q8NB50	ZFP62	3.10076503222951	0.0060990905302357	No	No
Q8NC60	NOA1	3.37166768481275	2.32214511249175e-05	No	No
Q8ND82	ZNF280C	2.77170552427628	0.0001535543488136	No	No
Q8NDD1	FSAF1	3.81814788522913	1.09884227190497e-07	No	No
Q8NDF8	TENT4B	1.86079182178648	0.0024933512223796	No	No
Q8NDT2	RBM15B	2.95747041404459	0.001038546052566	No	No
Q8NEF9	SRFBP1	4.97348072930585	6.08346384932809e-10	No	No
Q8NEJ9	NGDN	3.74076884613408	6.84364071890765e-08	No	No
Q8NEZ2	VPS37A	2.29331457130524	0.0020710631253232	No	No
Q8NEZ4	KMT2C	3.53304243413466	1.08946083424364e-05	No	No
Q8NI36	WDR36	2.14736795474893	3.8252154002344e-06	No	No
Q8TAD8	SNIP1	5.11464594674599	1.83815769238484e-15	No	No
Q8TAE8	GADD45GIP1	3.34520264991732	2.1501307237216997e-12	No	No
Q8TBF4	ZCRB1	3.07704358611277	4.21339482775046e-08	No	No
Q8TCC3	MRPL30	3.10186969607031	1.8687095712051997e-12	No	No
Q8TCT0	CERK	1.92816941968993	0.0098890736518965	No	No
Q8TD26	CHD6	2.46204791342121	0.0043967166444812	No	No
Q8TDD1	DDX54	2.5364411214259	4.29461911655339e-08	No	No
Q8TDN6	BRIX1	3.56899970737854	0.0002430436730967	No	No
Q8TE02	ELP5	2.37231908508098	1.00670810528804e-06	No	No
Q8TED0	UTP15	2.66124751615311	8.80269398932319e-09	No	No
Q8TEW8	PARD3B	5.74676539665469	8.92433463699143e-06	No	No
Q8TF50	ZNF526	2.34462293235337	0.0019671511137013	No	No
Q8WTT2	NOC3L	2.48221588509614	1.2139496261504e-06	No	No
Q8WUA4	GTF3C2	2.8962022982602	2.13895848679624e-05	No	No
Q8WUB8	PHF10	2.57873808669069	4.23609012522103e-07	No	No
Q8WUD4	CCDC12	2.05485073688933	0.0004001269601037	No	No
Q8WV44	TRIM41	3.47492236603314	0.0003853189383207	No	No
Q8WVM0	TFB1M	2.95570815590207	3.3980761381556e-06	No	No
Q8WVS4	DYNC2I1	2.86665901579436	4.75842925321672e-05	No	No
Q8WW12	PCNP	4.17951861848529	8.91410409056746e-07	No	No
Q8WWQ0	PHIP	2.26999006827921	0.0023628922483171	No	No
Q8WXX5	DNAJC9	2.67544318736278	1.73867519810755e-06	No	No
Q8WY36	BBX	2.25909003645286	0.0002213905736713	No	No
Q8WYA1	BMAL2	2.59093225151306	7.40960132983815e-08	No	No
Q92508	PIEZO1	1.80861688650545	0.001927113019257	No	No
Q92522	H1-10	2.94586643939301	2.0142372533792e-06	No	No
Q92547	TOPBP1	2.94666691530051	4.33799203316348e-05	No	No
Q92560	BAP1	3.21618250606325	1.23604893873467e-05	No	No
Q92576	PHF3	2.405242854468	0.0012262445561426	No	No
Q92600	CNOT9	1.87044999038469	1.43649143243804e-05	No	No
Q92604	LPGAT1	2.49200213472826	0.006829650621899	No	No
Q92628	KIAA0232	2.86706378385023	0.0001677398705	No	No
Q92665	MRPS31	2.89563511687355	1.86214712533288e-08	No	No
Q92667	AKAP1	1.79522320574936	6.39176996917446e-05	No	No
Q92793	CREBBP	2.54921522635632	0.0001465800534024	No	No
Q92794	KAT6A	5.2240620425469	2.57900869786605e-08	No	No
Q92804	TAF15	3.45979402731927	1.2528127103946599e-11	No	No
Q92831	KAT2B	2.81180019235564	0.0042880357692271	No	No
Q92833	JARID2	3.56589224087112	1.84658581497857e-05	No	No
Q92870	APBB2	5.28910554354286	3.90831223455136e-12	No	No
Q92889	ERCC4	2.83173202956334	0.0054491992213557	No	No
Q92896	GLG1	4.21892908692162	1.85356099422891e-08	No	No
Q92979	EMG1	3.68739037551875	1.87488103024462e-07	No	No
Q93008	USP9X	1.93231540104111	1.08470346504424e-08	No	No
Q969Q0	RPL36AL	2.38244547218627	3.75155133264533e-07	No	No
Q969X6	UTP4	2.43232819900516	1.04707974871669e-08	No	No
Q96A19	CCDC102A	2.07543793262046	2.54067121733852e-07	No	No
Q96A35	MRPL24	3.59896568069844	4.40010152016934e-14	No	No
Q96AE7	TTC17	2.8450979439191	0.0002108396042038	No	No
Q96AP0	ACD	3.0199743797009	0.0004139209252504	No	No
Q96AY2	EME1	3.56410383841413	8.05231588106782e-05	No	No
Q96AY3	FKBP10	1.88030025382212	0.0014980698857267	No	No
Q96B26	EXOSC8	2.33524537126041	6.5518598082267e-08	No	No
Q96BK5	PINX1	3.39071478750468	5.73946934580622e-06	No	No
Q96C57	CUSTOS	2.69982297560911	2.62727304201205e-07	No	No
Q96C92	ENTR1	4.69215917899054	6.59514005767882e-14	No	No
Q96CG3	TIFA	6.54444559854185	1.00686653185726e-11	No	No
Q96CM3	RPUSD4	1.91740392331779	0.0016172349409119	No	No
Q96CN9	GCC1	3.58628640653675	4.67237188289047e-06	No	No
Q96CW5	TUBGCP3	2.56976804435266	6.35754006816094e-08	No	No
Q96D09	GPRASP2	4.13144154456248	0.000263050002613	No	No
Q96DF8	ESS2	3.89552876343298	1.34049833940066e-05	No	No
Q96DP5	MTFMT	3.02315007610475	0.000591031162727	No	No
Q96DU7	ITPKC	5.74420967815676	4.60231763605527e-10	No	No
Q96DV4	MRPL38	3.45597846492861	2.9932589090822e-13	No	No
Q96E29	MTERF3	4.46458746390716	9.892278552758659e-11	No	No
Q96E39	RBMXL1	3.02125505475643	1.85439578766927e-05	No	No
Q96EB1	ELP4	2.26861024626654	9.745446080821112e-09	No	No
Q96ES7	SGF29	1.76261491345084	0.0045966244000268	No	No
Q96EU6	RRP36	4.14343967738728	2.60936829132898e-10	No	No
Q96EV2	RBM33	4.13271869639672	1.08922589039868e-14	No	No
Q96EX3	DYNC2I2	1.85822360027798	0.0073630830044454	No	No
Q96EY4	TMA16	3.28810613548054	6.76750434337586e-07	No	No
Q96FK6	WDR89	2.14492327588902	2.62238981082484e-08	No	No
Q96G21	IMP4	2.86242405760381	8.4118501833447e-08	No	No
Q96GA3	LTV1	4.31386941547228	2.74361272357517e-08	No	No
Q96GC5	MRPL48	1.91864320903777	3.32602943504056e-07	No	No
Q96GD3	SCMH1	7.02298602390847	6.95911266845659e-16	No	No
Q96GK7	FAHD2A	2.24790139796536	4.0538902436668e-05	No	No
Q96GM5	SMARCD1	2.54639630347707	1.29633440705148e-05	No	No
Q96GQ7	DDX27	3.12163845036591	6.5331039201084e-06	No	No
Q96HE9	PRR11	2.9587143216564	0.0015048564575487	No	No
Q96I25	RBM17	5.04449323043242	8.54626304045021e-13	No	No
Q96I51	RCC1L	3.01133935487389	0.0001300526485895	No	No
Q96IF1	AJUBA	1.9684459642652	4.45768910231869e-05	No	No
Q96IY4	CPB2	3.83145291593563	4.16771148888729e-07	No	No
Q96IZ5	RBM41	5.40949432431868	3.45154456873248e-12	No	No
Q96JC9	EAF1	4.01245139920071	4.87194367817546e-10	No	No
Q96JM7	L3MBTL3	4.90457261118697	0.0033660003234543	No	No
Q96JP5	ZFP91	2.21452443326865	5.19140483633195e-07	No	No
Q96K58	ZNF668	5.82677792730777	4.91377499386753e-07	No	No
Q96K76	USP47	3.92761205926018	2.23596223256681e-08	No	No
Q96L91	EP400	3.07584559161434	4.32760975748178e-07	No	No
Q96LT9	RNPC3	5.51088076433257	9.004631001169559e-13	No	No
Q96LW7	CARD19	2.14819474464575	1.11572437784251e-07	No	No
Q96ME7	ZNF512	4.61893748709322	5.10906746223085e-08	No	No
Q96N96	SPATA13	4.97349291519333	4.33365953221146e-10	No	No
Q96NT0	CCDC115	2.92391656488288	0.0066902455883875	No	No
Q96NY9	MUS81	2.19318102441457	0.0004111036990301	No	No
Q96P11	NSUN5	2.31710786457357	9.95202808842204e-06	No	No
Q96PC5	MIA2	4.15753361337163	0.0045039863682861	No	No
Q96PZ2	FAM111A	2.79990836688547	2.76997168224089e-06	No	No
Q96Q42	ALS2	3.12058043147369	0.001776676385057	No	No
Q96Q45	TMEM237	3.35417017255406	0.0005616567769742	No	No
Q96QC0	PPP1R10	2.43941295969235	0.0001777553255246	No	No
Q96QD9	FYTTD1	1.98583365716914	2.76439430505556e-05	No	No
Q96QE5	TEFM	2.27367071009228	0.0008062328347105	No	No
Q96QP1	ALPK1	2.66936242017319	1.90401425041928e-09	No	No
Q96QT6	PHF12	7.0450761443003	4.34514618738592e-18	No	No
Q96R06	SPAG5	7.85711744315773	1.9576970830293902e-20	No	No
Q96RF0	SNX18	3.12070410504009	7.061091998323741e-09	No	No
Q96RG2	PASK	3.37162940844208	8.60561815656534e-05	No	No
Q96RK0	CIC	2.05451508455459	0.0011750084377916	No	No
Q96RS0	TGS1	2.4714067009393	0.0009403445482675	No	No
Q96RT7	TUBGCP6	2.40805008962832	3.06314131043607e-07	No	No
Q96RT8	TUBGCP5	3.07467526015411	1.19325226843084e-08	No	No
Q96SB4	SRPK1	2.89924232898506	2.54143573954355e-05	No	No
Q96ST2	IWS1	3.00213150962735	0.000421004691804	No	No
Q96T21	SECISBP2	6.79401960737928	4.19753399575381e-06	No	No
Q96T58	SPEN	2.89491933299876	0.0001453871215032	No	No
Q99417	MYCBP	3.50966680276675	1.72106242380208e-07	No	No
Q99459	CDC5L	2.50486896787486	3.38500832915931e-12	No	No
Q99496	RNF2	3.02760855219909	1.30754376900297e-11	No	No
Q99543	DNAJC2	2.18806040546517	0.0010679278126064	No	No
Q99547	MPHOSPH6	2.7009470533213	2.69045266839639e-08	No	No
Q99549	MPHOSPH8	2.78015814639819	0.000470236409923	No	No
Q99575	POP1	2.93035146814244	1.64956556341047e-08	No	No
Q99590	SCAF11	4.55563332440651	1.49047453942747e-07	No	No
Q99728	BARD1	2.065162027939	0.0010562834485372	No	No
Q99743	NPAS2	2.13572609491753	3.12719286595341e-06	No	No
Q99755	PIP5K1A	1.77925334561444	1.82129883323883e-06	No	No
Q99848	EBNA1BP2	3.48568675628237	1.5750381750139e-06	No	No
Q99985	SEMA3C	3.06746402978359	3.14301413471622e-06	No	No
Q9BPZ3	PAIP2	2.37916395148315	9.19707949937841e-08	No	No
Q9BQ39	DDX50	2.7481042491387	9.29186345107035e-08	No	No
Q9BQ48	MRPL34	4.66102223205938	5.97560875219361e-13	No	No
Q9BQ61	TRIR	2.59717064931183	0.0010189706372527	No	No
Q9BQ67	GRWD1	1.7619350295648	3.31818750103103e-07	No	No
Q9BQ75	CMSS1	3.17049763788559	1.16970444988654e-08	No	No
Q9BQC6	MRPL57	3.46288164996239	1.1210003815885e-09	No	No
Q9BQG0	MYBBP1A	1.88000347347919	5.89225101970554e-06	No	No
Q9BRD0	BUD13	4.21734172133957	2.00969441667709e-08	No	No
Q9BRG1	VPS25	3.45524087557278	0.0020501180793856	No	No
Q9BRJ2	MRPL45	3.34072165828506	4.7517126807004795e-11	No	No
Q9BRJ6	CHLSN	2.89453364891593	1.59112878797056e-06	No	No
Q9BRQ6	CHCHD6	3.35576740210154	2.92165691536266e-06	No	No
Q9BRR8	GPATCH1	3.53674180702352	1.79964989511931e-07	No	No
Q9BRU9	UTP23	4.09274200002457	3.09243918790289e-11	No	No
Q9BSC4	NOL10	2.74258808080657	4.22476074660194e-05	No	No
Q9BSJ2	TUBGCP2	2.51747873273844	4.04435549629064e-08	No	No
Q9BSJ6	PIMREG	4.25172490143699	0.0003325488647126	No	No
Q9BU76	MMTAG2	2.08555676079586	3.33145976344338e-06	No	No
Q9BUR4	WRAP53	3.40573488549449	2.76027405306531e-06	No	No
Q9BUT1	BDH2	5.34436325142005	6.103518887953241e-15	No	No
Q9BVI4	NOC4L	2.67723333347252	2.80881320591655e-06	No	No
Q9BVJ6	UTP14A	2.53892722273482	3.26186519537048e-08	No	No
Q9BVP2	GNL3	2.04145546917923	5.84581229795292e-06	No	No
Q9BW66	CINP	2.32520674244221	0.0008646313777531	No	No
Q9BWE0	REPIN1	2.63917009938594	0.00393604007258	No	No
Q9BWJ5	SF3B5	4.82829224171413	1.23742096952533e-12	No	No
Q9BWU0	SLC4A1AP	2.45016832046352	0.0020459780414247	No	No
Q9BX40	LSM14B	2.31609582525015	1.18636525289126e-05	No	No
Q9BXK1	KLF16	1.7756966965067	7.98577829472211e-05	No	No
Q9BXS6	NUSAP1	2.98418927351202	5.471648780419e-06	No	No
Q9BXY0	MAK16	3.56040297587632	1.88058011177609e-07	No	No
Q9BYC8	MRPL32	2.31457494849904	2.35583609368069e-08	No	No
Q9BYC9	MRPL20	4.98181904612132	1.11731865089284e-15	No	No
Q9BYD1	MRPL13	3.7034639798066	2.65902607720302e-13	No	No
Q9BYD2	MRPL9	3.22108228707924	1.5865019578429902e-14	No	No
Q9BYD3	MRPL4	3.20443717799435	4.17907152247545e-14	No	No
Q9BYD6	MRPL1	4.15801014691849	1.26524560290419e-15	No	No
Q9BYG3	NIFK	3.67923431428927	3.70448161172403e-06	No	No
Q9BYK8	HELZ2	3.52856368215519	3.75198538269687e-05	No	No
Q9BYN8	MRPS26	2.03155011536727	7.56152294746479e-06	No	No
Q9BYT3	STK33	1.93385432096838	0.0087602120707362	No	No
Q9BYW2	SETD2	4.01268215170491	5.187864914462631e-09	No	No
Q9BZ95	NSD3	2.76668394053461	0.0021107743910664	No	No
Q9BZE1	MRPL37	1.87129799171008	9.51741108216835e-10	No	No
Q9BZE4	GTPBP4	2.76566246694182	2.51341950293171e-06	No	No
Q9BZF1	OSBPL8	5.02210643076414	5.911649180268151e-09	No	No
Q9BZF3	OSBPL6	4.38857929122615	2.7857702871842e-06	No	No
Q9BZI7	UPF3B	2.1257961777606	5.27198877718079e-06	No	No
Q9C086	INO80B	2.63303491881032	1.12095350613109e-06	No	No
Q9C0C2	TNKS1BP1	2.73307433540993	4.46849478460586e-12	No	No
Q9C0C6	CIPC	2.44960423967296	0.0054268672606661	No	No
Q9C0D5	TANC1	2.97960651898358	3.86550115440489e-12	No	No
Q9C0E2	XPO4	2.16022473085047	0.0020479499521331	No	No
Q9C0E8	LNPK	3.11189160815757	0.0014567344742891	No	No
Q9GZL7	WDR12	2.35811225655686	5.21719159577534e-06	No	No
Q9GZM5	YIPF3	2.5859932608953	9.64571760226801e-09	No	No
Q9GZR2	REXO4	6.19352847376849	1.68419595637324e-06	No	No
Q9GZR7	DDX24	2.58115325945215	1.30531923371959e-05	No	No
Q9GZS1	POLR1E	2.02512447150827	0.0077580487574625	No	No
Q9GZV5	WWTR1	2.07350910451347	0.0044150528406827	No	No
Q9H074	PAIP1	2.01200186517525	0.0012237127800315	No	No
Q9H089	LSG1	2.42576543641961	2.44950033477781e-05	No	No
Q9H0A0	NAT10	2.37672064929909	6.49693529503449e-07	No	No
Q9H0E3	SAP130	3.23214734525114	2.51014628261573e-05	No	No
Q9H0M0	WWP1	3.23458819299953	2.74401010071762e-07	No	No
Q9H0U6	MRPL18	4.02244419789242	2.00984502405921e-13	No	No
Q9H0X9	OSBPL5	3.00288994593636	0.0005933864003354	No	No
Q9H1J1	UPF3A	3.6128130726727	7.64216529748834e-06	No	No
Q9H2W6	MRPL46	3.49784584106441	1.99318884726738e-10	No	No
Q9H2Y7	ZNF106	1.87299741578288	0.0017515906851677	No	No
Q9H307	PNN	1.92559573392869	0.0001122991819742	No	No
Q9H3M7	TXNIP	3.32588391624271	0.0006496246898933	No	No
Q9H4K7	MTG2	2.11838036822024	0.0003304468196094	No	No
Q9H501	ESF1	3.25233687136697	1.76507400176359e-06	No	No
Q9H583	HEATR1	2.62682824155253	5.44937051297316e-06	No	No
Q9H5U6	ZCCHC4	1.79061650277372	4.09984131661305e-06	No	No
Q9H6F5	CCDC86	3.76114686942158	3.80226974973778e-08	No	No
Q9H6R0	DHX33	2.04663648822701	6.28063158396376e-05	No	No
Q9H6S0	YTHDC2	2.47453587119379	0.0011315560845269	No	No
Q9H6Y2	WDR55	2.97883961510263	1.3249289167446e-05	No	No
Q9H792	PEAK1	2.58895163781417	0.0025905269929069	No	No
Q9H7B2	RPF2	4.05220891569657	4.86500444905056e-05	No	No
Q9H7E2	TDRD3	2.60108872330789	3.05692730972249e-06	No	No
Q9H7E9	C8orf33	2.37436211685646	1.78275028730817e-08	No	No
Q9H7N4	SCAF1	1.94377796041318	0.0001142777125035	No	No
Q9H7T9	AUNIP	3.98631540510515	3.4698009120197396e-11	No	No
Q9H8H0	NOL11	4.27647829111718	3.80042772457419e-10	No	No
Q9H8H2	DDX31	3.5495149018253	0.0001851369285423	No	No
Q9H8M2	BRD9	5.35194749483003	9.09331316162317e-12	No	No
Q9H8Y5	ANKZF1	3.39873620106178	1.61261724349519e-07	No	No
Q9H910	JPT2	2.38421524799449	0.0012002728405902	No	No
Q9H930	SP140L	4.37832007968951	1.05337995228068e-05	No	No
Q9H967	WDR76	1.94328478422961	0.0071424886862653	No	No
Q9H9A5	CNOT10	4.23557709036432	5.24358833467134e-06	No	No
Q9H9A7	RMI1	2.11091664625642	0.001853290773588	No	No
Q9H9B1	EHMT1	2.24996240774492	2.78253757245959e-05	No	No
Q9H9J2	MRPL44	4.29560807205274	9.96695679684492e-15	No	No
Q9H9L3	ISG20L2	2.13972433124541	0.0001152228050091	No	No
Q9H9Y2	RPF1	3.17116152177626	2.25803653619507e-05	No	No
Q9H9Y6	POLR1B	2.75355294644065	0.0001911187747759	No	No
Q9HA38	ZMAT3	6.6123884460493	1.8540649177032202e-20	No	No
Q9HAF1	MEAF6	1.95103414941003	0.0010332981667266	No	No
Q9HAN9	NMNAT1	3.91543850007637	3.70048327881118e-07	No	No
Q9HBD1	RC3H2	6.62498053231615	2.98812955689531e-07	No	No
Q9HBE1	PATZ1	1.99221519379486	0.0003495034195905	No	No
Q9HBI5	CEP15	2.98180726405334	3.02807011518408e-05	No	No
Q9HBM6	TAF9B	2.5602227004667	1.35360818033194e-08	No	No
Q9HBZ2	ARNT2	5.51810503950097	5.102880395567101e-16	No	No
Q9HC35	EML4	5.01935823557685	8.45682178406351e-17	No	No
Q9HC44	GPBP1L1	3.61454506820223	3.77614764026622e-05	No	No
Q9HC52	CBX8	4.25287063773505	4.72990410784801e-12	No	No
Q9HC78	ZBTB20	5.69388283942769	4.38215191486641e-10	No	No
Q9HCG8	CWC22	2.7607610442413	0.0002944199838349	No	No
Q9HCH0	NCKAP5L	2.86719074541651	0.0039165019763378	No	No
Q9HCI7	MSL2	1.77374566677272	0.0001530207557496	No	No
Q9HCM4	EPB41L5	1.83778916827594	0.0066380899274534	No	No
Q9HD33	MRPL47	3.30195254806811	1.6993179862287897e-11	No	No
Q9NP64	ZCCHC17	2.54294346848991	0.0006068700625686	No	No
Q9NP66	HMG20A	4.29645458465835	1.17036189810424e-09	No	No
Q9NP92	MRPS30	3.8355692730666	8.65034377938721e-07	No	No
Q9NPE2	NGRN	2.00878819243375	0.0016957177339907	No	No
Q9NPE3	NOP10	2.46856721049268	2.2505476490015e-07	No	No
Q9NPG3	UBN1	2.23173807635492	0.0012718123615556	No	No
Q9NQ11	ATP13A2	4.9822848044031	9.84311652818723e-13	No	No
Q9NQ50	MRPL40	3.75765220619039	6.10265075183135e-07	No	No
Q9NQ55	PPAN	3.37946238219685	2.19575345219071e-06	No	No
Q9NQS7	INCENP	5.2866147589674	8.87751428301029e-07	No	No
Q9NQT4	EXOSC5	2.62386010332031	9.67028588988035e-08	No	No
Q9NQZ2	UTP3	4.2786137450742	1.54822487701415e-07	No	No
Q9NR30	DDX21	2.28403122631228	1.92357803251396e-06	No	No
Q9NR82	KCNQ5	3.33488926182902	2.63596185119947e-07	No	No
Q9NRH3	TUBG2	7.05621479560432	1.8888241353406e-11	No	No
Q9NRL2	BAZ1A	3.2424646265672	0.0020487182435703	No	No
Q9NRR4	DROSHA	3.53714412032467	4.0769576825901e-08	No	No
Q9NRX1	PNO1	2.17782030684253	4.06703566714012e-07	No	No
Q9NRX2	MRPL17	2.46216220869059	5.10177063237512e-12	No	No
Q9NSI2	SLX9	3.64497065302701	2.49485819859808e-08	No	No
Q9NSK0	KLC4	3.17287637305846	4.00553148741179e-09	No	No
Q9NT62	ATG3	2.23982483074577	0.0002630401049784	No	No
Q9NUD5	ZCCHC3	2.94015651918539	2.32621231639627e-05	No	No
Q9NUL5	SHFL	3.12047885167106	2.35573807293423e-08	No	No
Q9NUL7	DDX28	1.93399308154692	1.11940322935257e-05	No	No
Q9NUQ6	SPATS2L	1.91871295627447	7.6221076228206e-08	No	No
Q9NUX5	POT1	3.7039681596194	5.6483452407978194e-11	No	No
Q9NV06	DCAF13	3.89682049799653	1.7862215048770601e-09	No	No
